role,cancer_id,cancer_normalized,gene_hugo_id,gene_entrez_id,gene_normalized,citation_count
Oncogene,DOID:263,kidney cancer,HGNC:6342,3815,KIT,2
Oncogene,DOID:1380,endometrial cancer,HGNC:6342,3815,KIT,2
Oncogene,DOID:1324,lung cancer,HGNC:6342,3815,KIT,2
Oncogene,DOID:10283,prostate cancer,HGNC:6342,3815,KIT,2
Oncogene,DOID:0080525,differentiated thyroid gland carcinoma,HGNC:6342,3815,KIT,2
Oncogene,DOID:0080199,colorectal carcinoma,HGNC:6342,3815,KIT,2
Oncogene,DOID:0050892,adrenal gland pheochromocytoma,HGNC:6342,3815,KIT,2
Driver,DOID:8692,myeloid leukemia,HGNC:6342,3815,KIT,2
Driver,DOID:3908,lung non-small cell carcinoma,HGNC:6342,3815,KIT,2
Tumor_Suppressor,DOID:9119,acute myeloid leukemia,HGNC:6342,3815,KIT,1
Tumor_Suppressor,DOID:1909,melanoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:9538,multiple myeloma,HGNC:6342,3815,KIT,1
Oncogene,DOID:8692,myeloid leukemia,HGNC:6342,3815,KIT,1
Oncogene,DOID:8632,Kaposi's sarcoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:768,retinoblastoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:6163,familial renal papillary carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:6039,uveal melanoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:5530,thymus squamous cell carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:5289,uterus leiomyosarcoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:4465,papillary renal cell carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:4439,central nervous system germ cell tumor,HGNC:6342,3815,KIT,1
Oncogene,DOID:4362,cervical cancer,HGNC:6342,3815,KIT,1
Oncogene,DOID:3973,thyroid gland medullary carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3963,thyroid gland carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3702,cervical adenocarcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3571,liver cancer,HGNC:6342,3815,KIT,1
Oncogene,DOID:3507,dermatofibrosarcoma protuberans,HGNC:6342,3815,KIT,1
Oncogene,DOID:3498,pancreatic ductal adenocarcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3459,breast carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3347,osteosarcoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3307,teratoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3305,teratocarcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3284,thymic carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3275,thymoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:3016,breast malignant phyllodes tumor,HGNC:6342,3815,KIT,1
Oncogene,DOID:2893,cervix carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:234,colon adenocarcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:2226,myeloproliferative neoplasm,HGNC:6342,3815,KIT,1
Oncogene,DOID:219,colon cancer,HGNC:6342,3815,KIT,1
Oncogene,DOID:2156,ovarian germ cell cancer,HGNC:6342,3815,KIT,1
Oncogene,DOID:2154,nephroblastoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:0080367,chronic eosinophilic leukemia,HGNC:6342,3815,KIT,1
Oncogene,DOID:0060318,acute promyelocytic leukemia,HGNC:6342,3815,KIT,1
Oncogene,DOID:0050939,uterine corpus endometrial carcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:0050861,colorectal adenocarcinoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:0050685,small cell carcinoma,HGNC:6342,3815,KIT,1
Driver,DOID:9952,acute lymphoblastic leukemia,HGNC:6342,3815,KIT,1
Driver,DOID:8923,skin melanoma,HGNC:6342,3815,KIT,1
Driver,DOID:4159,skin cancer,HGNC:6342,3815,KIT,1
Driver,DOID:3382,liposarcoma,HGNC:6342,3815,KIT,1
Driver,DOID:3119,gastrointestinal system cancer,HGNC:6342,3815,KIT,1
Driver,DOID:2226,myeloproliferative neoplasm,HGNC:6342,3815,KIT,1
Driver,DOID:1612,breast cancer,HGNC:6342,3815,KIT,1
Driver,DOID:10283,prostate cancer,HGNC:6342,3815,KIT,1
Driver,DOID:0050929,mucosal melanoma,HGNC:6342,3815,KIT,1
Oncogene,DOID:5409,lung small cell carcinoma,HGNC:6343,4254,KITLG,3
Oncogene,DOID:5517,stomach carcinoma,HGNC:6343,4254,KITLG,2
Oncogene,DOID:9253,gastrointestinal stromal tumor,HGNC:6343,4254,KITLG,1
Oncogene,DOID:9119,acute myeloid leukemia,HGNC:6343,4254,KITLG,1
Oncogene,DOID:5557,testicular germ cell cancer,HGNC:6343,4254,KITLG,1
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:6343,4254,KITLG,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:6343,4254,KITLG,1
Oncogene,DOID:3275,thymoma,HGNC:6343,4254,KITLG,1
Oncogene,DOID:3070,malignant glioma,HGNC:6343,4254,KITLG,1
Oncogene,DOID:3068,glioblastoma,HGNC:6343,4254,KITLG,1
Oncogene,DOID:2394,ovarian cancer,HGNC:6343,4254,KITLG,1
Oncogene,DOID:1909,melanoma,HGNC:6343,4254,KITLG,1
Oncogene,DOID:1240,leukemia,HGNC:6343,4254,KITLG,1
Oncogene,DOID:0080199,colorectal carcinoma,HGNC:6343,4254,KITLG,1
Driver,DOID:9253,gastrointestinal stromal tumor,HGNC:6343,4254,KITLG,1
Driver,DOID:3070,malignant glioma,HGNC:6343,4254,KITLG,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6344,9365,KL,5
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:6344,9365,KL,4
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:6344,9365,KL,3
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:6344,9365,KL,2
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:6344,9365,KL,2
Tumor_Suppressor,DOID:4362,cervical cancer,HGNC:6344,9365,KL,2
Tumor_Suppressor,DOID:219,colon cancer,HGNC:6344,9365,KL,2
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:6344,9365,KL,2
Oncogene,DOID:10534,stomach cancer,HGNC:6344,9365,KL,2
Tumor_Suppressor,DOID:4905,pancreatic carcinoma,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:4450,renal cell carcinoma,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:2893,cervix carcinoma,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:263,kidney cancer,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:0050749,peripheral T-cell lymphoma,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:0050745,diffuse large B-cell lymphoma,HGNC:6344,9365,KL,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:11810,7071,KLF10,1
Tumor_Suppressor,DOID:2154,nephroblastoma,HGNC:11810,7071,KLF10,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11810,7071,KLF10,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:11810,7071,KLF10,1
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:11811,8462,KLF11,1
Tumor_Suppressor,DOID:1240,leukemia,HGNC:11811,8462,KLF11,1
Tumor_Suppressor,DOID:0050908,myelodysplastic syndrome,HGNC:11811,8462,KLF11,1
Oncogene,DOID:1793,pancreatic cancer,HGNC:11811,8462,KLF11,1
Tumor_Suppressor,DOID:4362,cervical cancer,HGNC:6346,11278,KLF12,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:6346,11278,KLF12,1
Oncogene,DOID:10534,stomach cancer,HGNC:6346,11278,KLF12,1
Tumor_Suppressor,DOID:3070,malignant glioma,HGNC:13672,51621,KLF13,1
Oncogene,DOID:9952,acute lymphoblastic leukemia,HGNC:13672,51621,KLF13,1
Oncogene,DOID:1793,pancreatic cancer,HGNC:13672,51621,KLF13,1
Oncogene,DOID:0050866,oral squamous cell carcinoma,HGNC:13672,51621,KLF13,1
Oncogene,DOID:768,retinoblastoma,HGNC:23025,136259,KLF14,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:14536,28999,KLF15,1
Oncogene,DOID:1612,breast cancer,HGNC:16857,83855,KLF16,1
Oncogene,DOID:10283,prostate cancer,HGNC:16857,83855,KLF16,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:18830,128209,KLF17,1
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:3571,liver cancer,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:3459,breast carcinoma,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:219,colon cancer,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:6347,10365,KLF2,1
Oncogene,DOID:3571,liver cancer,HGNC:6347,10365,KLF2,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:16516,51274,KLF3,1
Oncogene,DOID:9119,acute myeloid leukemia,HGNC:16516,51274,KLF3,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:16516,51274,KLF3,1
Oncogene,DOID:1909,melanoma,HGNC:16516,51274,KLF3,1
Oncogene,DOID:1324,lung cancer,HGNC:16516,51274,KLF3,1
Oncogene,DOID:10534,stomach cancer,HGNC:16516,51274,KLF3,1
Oncogene,DOID:1612,breast cancer,HGNC:6348,9314,KLF4,22
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:6348,9314,KLF4,18
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:6348,9314,KLF4,15
Tumor_Suppressor,DOID:219,colon cancer,HGNC:6348,9314,KLF4,8
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6348,9314,KLF4,8
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:6348,9314,KLF4,7
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:6348,9314,KLF4,6
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:6348,9314,KLF4,5
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:6348,9314,KLF4,5
Oncogene,DOID:11054,urinary bladder cancer,HGNC:6348,9314,KLF4,5
Tumor_Suppressor,DOID:4362,cervical cancer,HGNC:6348,9314,KLF4,4
Tumor_Suppressor,DOID:3119,gastrointestinal system cancer,HGNC:6348,9314,KLF4,4
Tumor_Suppressor,DOID:2893,cervix carcinoma,HGNC:6348,9314,KLF4,4
Tumor_Suppressor,DOID:1240,leukemia,HGNC:6348,9314,KLF4,4
Tumor_Suppressor,DOID:769,neuroblastoma,HGNC:6348,9314,KLF4,3
Tumor_Suppressor,DOID:5041,esophageal cancer,HGNC:6348,9314,KLF4,3
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:6348,9314,KLF4,3
Tumor_Suppressor,DOID:3587,pancreatic ductal carcinoma,HGNC:6348,9314,KLF4,3
Tumor_Suppressor,DOID:0050902,medulloblastoma,HGNC:6348,9314,KLF4,3
Oncogene,DOID:3347,osteosarcoma,HGNC:6348,9314,KLF4,3
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:6348,9314,KLF4,2
Tumor_Suppressor,DOID:5603,T-cell acute lymphoblastic leukemia,HGNC:6348,9314,KLF4,2
Tumor_Suppressor,DOID:5517,stomach carcinoma,HGNC:6348,9314,KLF4,2
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:6348,9314,KLF4,2
Tumor_Suppressor,DOID:3565,meningioma,HGNC:6348,9314,KLF4,2
Tumor_Suppressor,DOID:263,kidney cancer,HGNC:6348,9314,KLF4,2
Oncogene,DOID:9256,colorectal cancer,HGNC:6348,9314,KLF4,2
Oncogene,DOID:3151,skin squamous cell carcinoma,HGNC:6348,9314,KLF4,2
Oncogene,DOID:3068,glioblastoma,HGNC:6348,9314,KLF4,2
Oncogene,DOID:3007,breast ductal carcinoma,HGNC:6348,9314,KLF4,2
Oncogene,DOID:219,colon cancer,HGNC:6348,9314,KLF4,2
Oncogene,DOID:1793,pancreatic cancer,HGNC:6348,9314,KLF4,2
Oncogene,DOID:1749,squamous cell carcinoma,HGNC:6348,9314,KLF4,2
Tumor_Suppressor,DOID:8567,Hodgkin's lymphoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:707,B-cell lymphoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:4450,renal cell carcinoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:3905,lung carcinoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:3151,skin squamous cell carcinoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:2531,hematologic cancer,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:1380,endometrial cancer,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:11054,urinary bladder cancer,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:0060058,lymphoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:0050523,adult T-cell leukemia,HGNC:6348,9314,KLF4,1
Oncogene,DOID:9261,nasopharynx carcinoma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:3459,breast carcinoma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:3451,skin carcinoma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:3307,teratoma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:3070,malignant glioma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:1909,melanoma,HGNC:6348,9314,KLF4,1
Oncogene,DOID:1324,lung cancer,HGNC:6348,9314,KLF4,1
Oncogene,DOID:1319,brain cancer,HGNC:6348,9314,KLF4,1
Oncogene,DOID:0050866,oral squamous cell carcinoma,HGNC:6348,9314,KLF4,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6349,688,KLF5,5
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:6349,688,KLF5,5
Oncogene,DOID:9256,colorectal cancer,HGNC:6349,688,KLF5,4
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:6349,688,KLF5,3
Oncogene,DOID:1612,breast cancer,HGNC:6349,688,KLF5,3
Oncogene,DOID:11054,urinary bladder cancer,HGNC:6349,688,KLF5,3
Oncogene,DOID:1793,pancreatic cancer,HGNC:6349,688,KLF5,2
Tumor_Suppressor,DOID:9119,acute myeloid leukemia,HGNC:6349,688,KLF5,1
Tumor_Suppressor,DOID:5041,esophageal cancer,HGNC:6349,688,KLF5,1
Tumor_Suppressor,DOID:2531,hematologic cancer,HGNC:6349,688,KLF5,1
Tumor_Suppressor,DOID:1107,esophageal carcinoma,HGNC:6349,688,KLF5,1
Tumor_Suppressor,DOID:0060318,acute promyelocytic leukemia,HGNC:6349,688,KLF5,1
Oncogene,DOID:9952,acute lymphoblastic leukemia,HGNC:6349,688,KLF5,1
Oncogene,DOID:5517,stomach carcinoma,HGNC:6349,688,KLF5,1
Oncogene,DOID:4914,esophagus adenocarcinoma,HGNC:6349,688,KLF5,1
Oncogene,DOID:1781,thyroid gland cancer,HGNC:6349,688,KLF5,1
Oncogene,DOID:10155,intestinal cancer,HGNC:6349,688,KLF5,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:2235,1316,KLF6,19
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:2235,1316,KLF6,4
Tumor_Suppressor,DOID:3069,astrocytoma,HGNC:2235,1316,KLF6,3
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:2235,1316,KLF6,2
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:2235,1316,KLF6,2
Tumor_Suppressor,DOID:3571,liver cancer,HGNC:2235,1316,KLF6,2
Tumor_Suppressor,DOID:3382,liposarcoma,HGNC:2235,1316,KLF6,2
Tumor_Suppressor,DOID:3347,osteosarcoma,HGNC:2235,1316,KLF6,2
Tumor_Suppressor,DOID:3068,glioblastoma,HGNC:2235,1316,KLF6,2
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:8923,skin melanoma,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:4001,ovarian carcinoma,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:1909,melanoma,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:1319,brain cancer,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:10286,prostate carcinoma,HGNC:2235,1316,KLF6,1
Tumor_Suppressor,DOID:0080199,colorectal carcinoma,HGNC:2235,1316,KLF6,1
Oncogene,DOID:9119,acute myeloid leukemia,HGNC:2235,1316,KLF6,1
Oncogene,DOID:10534,stomach cancer,HGNC:2235,1316,KLF6,1
Oncogene,DOID:3070,malignant glioma,HGNC:6350,8609,KLF7,2
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:6350,8609,KLF7,1
Oncogene,DOID:10534,stomach cancer,HGNC:6350,8609,KLF7,1
Oncogene,DOID:0050866,oral squamous cell carcinoma,HGNC:6350,8609,KLF7,1
Oncogene,DOID:2394,ovarian cancer,HGNC:6351,11279,KLF8,2
Oncogene,DOID:1612,breast cancer,HGNC:6351,11279,KLF8,2
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:6351,11279,KLF8,1
Oncogene,DOID:10534,stomach cancer,HGNC:6351,11279,KLF8,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:1123,687,KLF9,1
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:1123,687,KLF9,1
Tumor_Suppressor,DOID:5842,testis seminoma,HGNC:1123,687,KLF9,1
Tumor_Suppressor,DOID:3068,glioblastoma,HGNC:1123,687,KLF9,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:1123,687,KLF9,1
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:29120,23276,KLHL18,1
Tumor_Suppressor,DOID:0050745,diffuse large B-cell lymphoma,HGNC:18653,89857,KLHL6,2
Oncogene,DOID:1040,chronic lymphocytic leukemia,HGNC:18653,89857,KLHL6,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6358,5655,KLK10,4
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:6358,5655,KLK10,2
Tumor_Suppressor,DOID:4362,cervical cancer,HGNC:6358,5655,KLK10,1
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:6358,5655,KLK10,1
Tumor_Suppressor,DOID:3459,breast carcinoma,HGNC:6358,5655,KLK10,1
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:6358,5655,KLK10,1
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:6358,5655,KLK10,1
Oncogene,DOID:3119,gastrointestinal system cancer,HGNC:6358,5655,KLK10,1
Oncogene,DOID:1612,breast cancer,HGNC:6358,5655,KLK10,1
Oncogene,DOID:9256,colorectal cancer,HGNC:6359,11012,KLK11,1
Oncogene,DOID:9256,colorectal cancer,HGNC:6360,43849,KLK12,1
Oncogene,DOID:1612,breast cancer,HGNC:6365,9622,KLK4,1
Oncogene,DOID:10534,stomach cancer,HGNC:6365,9622,KLK4,1
Oncogene,DOID:10283,prostate cancer,HGNC:6365,9622,KLK4,1
Oncogene,DOID:0050866,oral squamous cell carcinoma,HGNC:6365,9622,KLK4,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6367,5653,KLK6,2
Tumor_Suppressor,DOID:219,colon cancer,HGNC:37212,100144748,KLLN,1
Oncogene,DOID:0060058,lymphoma,HGNC:18788,22914,KLRK1,1
Driver,DOID:9119,acute myeloid leukemia,HGNC:7132,4297,KMT2A,75
Driver,DOID:1240,leukemia,HGNC:7132,4297,KMT2A,72
Oncogene,DOID:1240,leukemia,HGNC:7132,4297,KMT2A,24
Oncogene,DOID:9119,acute myeloid leukemia,HGNC:7132,4297,KMT2A,17
Oncogene,DOID:12603,acute leukemia,HGNC:7132,4297,KMT2A,9
Oncogene,DOID:9952,acute lymphoblastic leukemia,HGNC:7132,4297,KMT2A,2
Oncogene,DOID:3369,Ewing sarcoma,HGNC:7132,4297,KMT2A,2
Tumor_Suppressor,DOID:1240,leukemia,HGNC:7132,4297,KMT2A,1
Tumor_Suppressor,DOID:11054,urinary bladder cancer,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:9256,colorectal cancer,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:8864,acute monocytic leukemia,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:8692,myeloid leukemia,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:7757,childhood leukemia,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:2531,hematologic cancer,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:1037,lymphoid leukemia,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:0080638,B-cell acute lymphoblastic leukemia,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:0070323,childhood acute myeloid leukemia,HGNC:7132,4297,KMT2A,1
Driver,DOID:8864,acute monocytic leukemia,HGNC:7132,4297,KMT2A,1
Driver,DOID:12603,acute leukemia,HGNC:7132,4297,KMT2A,1
Driver,DOID:11054,urinary bladder cancer,HGNC:7132,4297,KMT2A,1
Driver,DOID:0080638,B-cell acute lymphoblastic leukemia,HGNC:7132,4297,KMT2A,1
Driver,DOID:0070323,childhood acute myeloid leukemia,HGNC:7132,4297,KMT2A,1
Driver,DOID:0050908,myelodysplastic syndrome,HGNC:7132,4297,KMT2A,1
Oncogene,DOID:1240,leukemia,HGNC:15840,9757,KMT2B,2
Tumor_Suppressor,DOID:9119,acute myeloid leukemia,HGNC:15840,9757,KMT2B,1
Tumor_Suppressor,DOID:707,B-cell lymphoma,HGNC:15840,9757,KMT2B,1
Tumor_Suppressor,DOID:1240,leukemia,HGNC:15840,9757,KMT2B,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:15840,9757,KMT2B,1
Tumor_Suppressor,DOID:9119,acute myeloid leukemia,HGNC:13726,58508,KMT2C,8
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:8692,myeloid leukemia,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:3068,glioblastoma,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:2671,transitional cell carcinoma,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:1909,melanoma,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:0070004,myeloid neoplasm,HGNC:13726,58508,KMT2C,1
Oncogene,DOID:9256,colorectal cancer,HGNC:13726,58508,KMT2C,1
Oncogene,DOID:1612,breast cancer,HGNC:13726,58508,KMT2C,1
Driver,DOID:9119,acute myeloid leukemia,HGNC:13726,58508,KMT2C,1
Driver,DOID:1612,breast cancer,HGNC:13726,58508,KMT2C,1
Tumor_Suppressor,DOID:0050745,diffuse large B-cell lymphoma,HGNC:7133,8085,KMT2D,4
Tumor_Suppressor,DOID:1909,melanoma,HGNC:7133,8085,KMT2D,2
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:7133,8085,KMT2D,2
Oncogene,DOID:10283,prostate cancer,HGNC:7133,8085,KMT2D,2
Oncogene,DOID:0060058,lymphoma,HGNC:7133,8085,KMT2D,2
Tumor_Suppressor,DOID:707,B-cell lymphoma,HGNC:7133,8085,KMT2D,1
Tumor_Suppressor,DOID:4450,renal cell carcinoma,HGNC:7133,8085,KMT2D,1
Tumor_Suppressor,DOID:11054,urinary bladder cancer,HGNC:7133,8085,KMT2D,1
Tumor_Suppressor,DOID:0060060,non-Hodgkin lymphoma,HGNC:7133,8085,KMT2D,1
Tumor_Suppressor,DOID:0050902,medulloblastoma,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:9119,acute myeloid leukemia,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:3748,esophagus squamous cell carcinoma,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:1909,melanoma,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:10534,stomach cancer,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:0050902,medulloblastoma,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:0050873,follicular lymphoma,HGNC:7133,8085,KMT2D,1
Oncogene,DOID:0050745,diffuse large B-cell lymphoma,HGNC:7133,8085,KMT2D,1
Driver,DOID:4007,bladder carcinoma,HGNC:7133,8085,KMT2D,1
Driver,DOID:1040,chronic lymphocytic leukemia,HGNC:7133,8085,KMT2D,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:29489,387893,KMT5A,1
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:29374,85442,KNDC1,1
Oncogene,DOID:12603,acute leukemia,HGNC:24054,57082,KNL1,2
Oncogene,DOID:1240,leukemia,HGNC:24054,57082,KNL1,1
Oncogene,DOID:3151,skin squamous cell carcinoma,HGNC:30767,90417,KNSTRN,1
Oncogene,DOID:1612,breast cancer,HGNC:6395,3838,KPNA2,3
Oncogene,DOID:3571,liver cancer,HGNC:6395,3838,KPNA2,1
Oncogene,DOID:1909,melanoma,HGNC:6395,3838,KPNA2,1
Oncogene,DOID:2394,ovarian cancer,HGNC:6400,3837,KPNB1,2
Oncogene,DOID:4001,ovarian carcinoma,HGNC:6400,3837,KPNB1,1
Oncogene,DOID:1793,pancreatic cancer,HGNC:6407,3845,KRAS,381
Driver,DOID:1324,lung cancer,HGNC:6407,3845,KRAS,340
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:6407,3845,KRAS,199
Driver,DOID:3908,lung non-small cell carcinoma,HGNC:6407,3845,KRAS,193
Driver,DOID:1793,pancreatic cancer,HGNC:6407,3845,KRAS,193
Oncogene,DOID:9256,colorectal cancer,HGNC:6407,3845,KRAS,183
Oncogene,DOID:1324,lung cancer,HGNC:6407,3845,KRAS,167
Driver,DOID:3910,lung adenocarcinoma,HGNC:6407,3845,KRAS,129
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:6407,3845,KRAS,97
Oncogene,DOID:3498,pancreatic ductal adenocarcinoma,HGNC:6407,3845,KRAS,87
Oncogene,DOID:219,colon cancer,HGNC:6407,3845,KRAS,73
Driver,DOID:3498,pancreatic ductal adenocarcinoma,HGNC:6407,3845,KRAS,43
Oncogene,DOID:1612,breast cancer,HGNC:6407,3845,KRAS,33
